name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct,double_per_xb_g,double_per_xb_f,double_per_xb_l
\N,britz001,0,1.000000000,0.289719626,0.710280373,0.741935483,0.258064516,0.486842105,0.513157894,0.102564102,0.897435897,0.028571428,0.971428571,0.500000000,0.500000000,0.235294117,0.764705882,0.923076923,0.076923076,0.764705882,0.235294117,0.750000000,0.250000000,0.756756756,0.243243243,0.888888888,0.111111111,1.000000000,1.000000000,1.000000000
bobby abreu,abreb001,0.001754385,0.998245614,0.326889279,0.674868189,0.607526881,0.392473118,0.496083550,0.503916449,0.072538860,0.927461139,0.044692737,0.955307262,0.356725146,0.643274853,0.295081967,0.704918032,0.767441860,0.232558139,0.781818181,0.218181818,0.333333333,0.666666666,0.736842105,0.263157894,0.900000000,0.100000000,1.000000000,0.937500000,1.000000000
dustin ackley,ackld001,0,1.000000000,0.328690807,0.671309192,0.669491525,0.330508474,0.435684647,0.564315352,0.073529411,0.926470588,0.047619047,0.952380952,0.441666666,0.558333333,0.320754716,0.679245283,0.666666666,0.333333333,0.835820895,0.164179104,0.363636363,0.636363636,0.647619047,0.352380952,0.891891891,0.108108108,0.750000000,0.571428571,0.750000000
ryan adams,adamr003,0.010526315,0.989473684,0.329787234,0.680851063,0.806451612,0.193548387,0.507936507,0.492063492,0.032258064,0.967741935,0,1.000000000,0.666666666,0.333333333,0.300000000,0.700000000,0.785714285,0.214285714,0.700000000,0.300000000,0.666666666,0.333333333,0.750000000,0.250000000,1.000000000,0,\N,1.000000000,1.000000000
jeremy affeldt,affej001,0,1.000000000,1.000000000,0,0.500000000,0.500000000,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
eliezer alfonzo,alfoe002,0.012987012,0.987012987,0.210526315,0.802631578,0.812500000,0.187500000,0.450000000,0.550000000,0.060606060,0.939393939,0.032258064,0.967741935,0.533333333,0.466666666,0.500000000,0.500000000,0.875000000,0.125000000,0.857142857,0.142857142,1.000000000,0,0.666666666,0.333333333,1.000000000,0,\N,\N,1.000000000
brandon allen,alleb001,0.005319148,0.994680851,0.443850267,0.561497326,0.819277108,0.180722891,0.365384615,0.634615384,0.121212121,0.878787878,0.103448275,0.896551724,0.480769230,0.519230769,0.440000000,0.560000000,0.571428571,0.428571428,0.814814814,0.185185185,0.200000000,0.800000000,0.736842105,0.263157894,0.900000000,0.100000000,0,0.750000000,1.000000000
erick almonte,almoe001,0,1.000000000,0.137931034,0.862068965,1.000000000,0,0.520000000,0.480000000,0.083333333,0.916666666,0.090909090,0.909090909,0.300000000,0.700000000,0.666666666,0.333333333,1.000000000,0,1.000000000,0,\N,\N,0.923076923,0.076923076,1.000000000,0,\N,\N,\N
yonder alonso,alony001,0,1.000000000,0.319587628,0.680412371,0.677419354,0.322580645,0.439393939,0.560606060,0.081081081,0.918918918,0.147058823,0.852941176,0.586206896,0.413793103,0.235294117,0.764705882,0.692307692,0.307692307,1.000000000,0,\N,\N,0.689655172,0.310344827,1.000000000,0,\N,\N,1.000000000
jose altuve,altuj001,0.009216589,0.990783410,0.153488372,0.855813953,0.848484848,0.151515151,0.516483516,0.483516483,0.113636363,0.886363636,0.025641025,0.974358974,0.473684210,0.526315789,0.277777777,0.722222222,0.807692307,0.192307692,0.775000000,0.225000000,0.333333333,0.666666666,0.776595744,0.223404255,1.000000000,0,\N,0.833333333,1.000000000
