year,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
2012,0.008476434,0.991523565,0.288541612,0.720007286,0.730597519,0.269402480,0.464633343,0.535366656,0.097006254,0.902993745,0.085741318,0.914258681,0.439292958,0.560707041,0.290096117,0.709903882,0.727019313,0.272980686,0.834588409,0.165411590,0.374469984,0.625530015,0.763733018,0.236266981,0.919583333,0.080416666
