name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
Don Aase,aased001,0,1.000000000,0.276923076,0.723076923,0.666666666,0.333333333,0.444444444,0.555555555,0.140000000,0.860000000,0.093023255,0.906976744,0.435897435,0.564102564,0.411764705,0.588235294,0.800000000,0.200000000,0.954545454,0.045454545,1.000000000,0,0.775000000,0.225000000,0.888888888,0.111111111
Jim Abbott,abboj001,0.005154639,0.994845360,0.190414507,0.814766839,0.646258503,0.353741496,0.550000000,0.450000000,0.129032258,0.870967741,0.065843621,0.934156378,0.519823788,0.480176211,0.254237288,0.745762711,0.829545454,0.170454545,0.816513761,0.183486238,0.600000000,0.400000000,0.753665689,0.246334310,0.928571428,0.071428571
Paul Abbott,abbop001,0,1.000000000,0.320895522,0.679104477,0.534883720,0.465116279,0.384615384,0.615384615,0.053571428,0.946428571,0,1.000000000,0.377358490,0.622641509,0,1.000000000,0.750000000,0.250000000,0.787878787,0.212121212,0.285714285,0.714285714,0.828571428,0.171428571,1.000000000,0
Jim Acker,ackej001,0.008746355,0.991253644,0.202941176,0.805882352,0.666666666,0.333333333,0.518656716,0.481343283,0.131782945,0.868217054,0.080357142,0.919642857,0.466019417,0.533980582,0.229166666,0.770833333,0.648648648,0.351351351,0.909090909,0.090909090,1.000000000,0,0.748201438,0.251798561,0.800000000,0.200000000
Steve Adkins,adkis001,0,1.000000000,0.377777777,0.622222222,0.382352941,0.617647058,0.482142857,0.517857142,0.137931034,0.862068965,0.160000000,0.840000000,0.476190476,0.523809523,0.300000000,0.700000000,0.428571428,0.571428571,0.909090909,0.090909090,1.000000000,0,0.814814814,0.185185185,0.800000000,0.200000000
Juan Agosto,agosj001,0.017492711,0.982507288,0.228486646,0.789317507,0.610389610,0.389610389,0.591666666,0.408333333,0.051020408,0.948979591,0.032258064,0.967741935,0.466666666,0.533333333,0.452380952,0.547619047,0.739130434,0.260869565,0.895833333,0.104166666,0.200000000,0.800000000,0.802816901,0.197183098,0.892857142,0.107142857
Rick Aguilera,aguir001,0.017937219,0.982062780,0.305936073,0.712328767,0.835820895,0.164179104,0.388157894,0.611842105,0.247311827,0.752688172,0.042857142,0.957142857,0.388059701,0.611940298,0.192307692,0.807692307,0.857142857,0.142857142,0.853658536,0.146341463,0.666666666,0.333333333,0.745762711,0.254237288,0.933333333,0.066666666
Darrel Akerfelds,akerd001,0.006250000,0.993750000,0.242138364,0.764150943,0.480519480,0.519480519,0.457983193,0.542016806,0.124031007,0.875968992,0.079646017,0.920353982,0.346153846,0.653846153,0.361111111,0.638888888,0.739130434,0.260869565,0.941176470,0.058823529,0.500000000,0.500000000,0.825688073,0.174311926,0.842105263,0.157894736
Jay Aldrich,aldrj001,0,1.000000000,0.142857142,0.857142857,0.571428571,0.428571428,0.500000000,0.500000000,0.142857142,0.857142857,0.055555555,0.944444444,0.470588235,0.529411764,0.375000000,0.625000000,1.000000000,0,0.888888888,0.111111111,1.000000000,0,0.666666666,0.333333333,0.857142857,0.142857142
Scott Aldred,aldrs001,0.019607843,0.980392156,0.260000000,0.760000000,0.461538461,0.538461538,0.486486486,0.513513513,0.210526315,0.789473684,0,1.000000000,0.333333333,0.666666666,0.200000000,0.800000000,1.000000000,0,0.800000000,0.200000000,0,1.000000000,0.777777777,0.222222222,1.000000000,0
Gerald Alexander,alexg001,0.030303030,0.969696969,0.312500000,0.718750000,0.600000000,0.400000000,0.272727272,0.727272727,0.312500000,0.687500000,0,1.000000000,0.727272727,0.272727272,0,1.000000000,0.875000000,0.125000000,1.000000000,0,\N,\N,0.500000000,0.500000000,1.000000000,0
Allan Anderson,andea001,0.007552870,0.992447129,0.165905631,0.841704718,0.651376146,0.348623853,0.474452554,0.525547445,0.135416666,0.864583333,0.072289156,0.927710843,0.515151515,0.484848484,0.294117647,0.705882352,0.785714285,0.214285714,0.830357142,0.169642857,0.421052631,0.578947368,0.773076923,0.226923076,0.881355932,0.118644067
Larry Andersen,andel001,0.006097560,0.993902439,0.312883435,0.693251533,0.813725490,0.186274509,0.514563106,0.485436893,0.130000000,0.870000000,0.011494252,0.988505747,0.406976744,0.593023255,0.285714285,0.714285714,0.840000000,0.160000000,0.882352941,0.117647058,0.500000000,0.500000000,0.820754716,0.179245283,1.000000000,0
Scott Anderson,andes001,0,1.000000000,0.333333333,0.666666666,0.789473684,0.210526315,0.542857142,0.457142857,0,1.000000000,0,1.000000000,0.250000000,0.750000000,0.500000000,0.500000000,0.500000000,0.500000000,0.916666666,0.083333333,0,1.000000000,0.842105263,0.157894736,0.333333333,0.666666666
Kevin Appier,appik001,0.006024096,0.993975903,0.239393939,0.766666666,0.734177215,0.265822784,0.499001996,0.500998003,0.131474103,0.868525896,0.050458715,0.949541284,0.458937198,0.541062801,0.347368421,0.652631578,0.838709677,0.161290322,0.803571428,0.196428571,0.772727272,0.227272727,0.772000000,0.228000000,1.000000000,0
Luis Aquino,aquil001,0.012820512,0.987179487,0.199134199,0.813852813,0.608695652,0.391304347,0.454054054,0.545945945,0.247524752,0.752475247,0.078947368,0.921052631,0.357142857,0.642857142,0.160000000,0.840000000,0.714285714,0.285714285,0.888888888,0.111111111,0.600000000,0.400000000,0.821428571,0.178571428,0.733333333,0.266666666
Jack Armstrong,armsj001,0.006814310,0.993185689,0.252144082,0.754716981,0.693877551,0.306122448,0.418604651,0.581395348,0.064000000,0.936000000,0.034188034,0.965811965,0.380530973,0.619469026,0.395348837,0.604651162,0.730769230,0.269230769,0.871428571,0.128571428,0.388888888,0.611111111,0.772222222,0.227777777,0.926829268,0.073170731
Brad Arnsberg,arnsb001,0.008298755,0.991701244,0.284518828,0.723849372,0.573529411,0.426470588,0.419161676,0.580838323,0.195876288,0.804123711,0.051282051,0.948717948,0.445945945,0.554054054,0.363636363,0.636363636,0.809523809,0.190476190,0.853658536,0.146341463,0.500000000,0.500000000,0.857142857,0.142857142,0.900000000,0.100000000
Paul Assenmacher,assep001,0.002857142,0.997142857,0.300859598,0.702005730,0.761904761,0.238095238,0.468354430,0.531645569,0.103174603,0.896825396,0.070796460,0.929203539,0.409523809,0.590476190,0.348837209,0.651162790,0.892857142,0.107142857,0.822580645,0.177419354,0.545454545,0.454545454,0.747747747,0.252252252,0.964285714,0.035714285
Don August,augud001,0,1.000000000,0.162790697,0.837209302,0.285714285,0.714285714,0.571428571,0.428571428,0.066666666,0.933333333,0,1.000000000,0.500000000,0.500000000,0.142857142,0.857142857,0.666666666,0.333333333,0.857142857,0.142857142,0,1.000000000,0.750000000,0.250000000,1.000000000,0
Steve Avery,avers001,0.005208333,0.994791666,0.280104712,0.725130890,0.682242990,0.317757009,0.476744186,0.523255813,0.074074074,0.925925925,0.048000000,0.952000000,0.436974789,0.563025210,0.346153846,0.653846153,0.735294117,0.264705882,0.791044776,0.208955223,0.642857142,0.357142857,0.764227642,0.235772357,0.862068965,0.137931034
Scott Bailes,bails001,0.006802721,0.993197278,0.226027397,0.780821917,0.454545454,0.545454545,0.481818181,0.518181818,0.140350877,0.859649122,0.142857142,0.857142857,0.476190476,0.523809523,0.400000000,0.600000000,0.750000000,0.250000000,0.818181818,0.181818181,0.750000000,0.250000000,0.716981132,0.283018867,0.933333333,0.066666666
Doug Bair,baird001,0,1.000000000,0.295454545,0.704545454,0.653846153,0.346153846,0.425925925,0.574074074,0.032258064,0.967741935,0.100000000,0.900000000,0.444444444,0.555555555,0.333333333,0.666666666,0.625000000,0.375000000,0.933333333,0.066666666,1.000000000,0,0.782608695,0.217391304,0.800000000,0.200000000
Jay Baller,ballj001,0.100000000,0.900000000,0.111111111,1.000000000,0,1.000000000,0.500000000,0.500000000,0,1.000000000,0.250000000,0.750000000,0.333333333,0.666666666,0,1.000000000,1.000000000,0,1.000000000,0,\N,\N,0.750000000,0.250000000,1.000000000,0
Jeff Ballard,ballj002,0.006172839,0.993827160,0.155279503,0.850931677,0.573333333,0.426666666,0.415000000,0.585000000,0.136752136,0.863247863,0.084158415,0.915841584,0.405405405,0.594594594,0.333333333,0.666666666,0.780000000,0.220000000,0.836363636,0.163636363,0.444444444,0.555555555,0.783132530,0.216867469,0.833333333,0.166666666
Scott Bankhead,banks001,0,1.000000000,0.288461538,0.711538461,0.533333333,0.466666666,0.297297297,0.702702702,0.038461538,0.961538461,0.040000000,0.960000000,0.583333333,0.416666666,0.285714285,0.714285714,0.700000000,0.300000000,0.900000000,0.100000000,0,1.000000000,0.727272727,0.272727272,0.666666666,0.333333333
John Barfield,barfj002,0.006896551,0.993103448,0.173611111,0.833333333,0.640000000,0.360000000,0.563025210,0.436974789,0.096153846,0.903846153,0.042553191,0.957446808,0.511111111,0.488888888,0.391304347,0.608695652,0.642857142,0.357142857,0.954545454,0.045454545,0,1.000000000,0.731343283,0.268656716,0.944444444,0.055555555
Brian Barnes,barnb001,0,1.000000000,0.274725274,0.725274725,0.800000000,0.200000000,0.590909090,0.409090909,0.037037037,0.962962962,0.076923076,0.923076923,0.541666666,0.458333333,0.307692307,0.692307692,1.000000000,0,0.727272727,0.272727272,0.333333333,0.666666666,0.794871794,0.205128205,1.000000000,0
Jose Bautista,bautj001,0,1.000000000,0.175824175,0.824175824,0.812500000,0.187500000,0.342465753,0.657534246,0.166666666,0.833333333,0.075000000,0.925000000,0.432432432,0.567567567,0.250000000,0.750000000,0.666666666,0.333333333,0.904761904,0.095238095,0.500000000,0.500000000,0.840000000,0.160000000,1.000000000,0
Kevin Bearse,beark001,0.026315789,0.973684210,0.162162162,0.864864864,0.166666666,0.833333333,0.500000000,0.500000000,0.066666666,0.933333333,0.071428571,0.928571428,0.384615384,0.615384615,0.400000000,0.600000000,0.333333333,0.666666666,0.750000000,0.250000000,0,1.000000000,0.533333333,0.466666666,0.857142857,0.142857142
Steve Bedrosian,bedrs001,0.003484320,0.996515679,0.223776223,0.779720279,0.609375000,0.390625000,0.425120772,0.574879227,0.109243697,0.890756302,0.018867924,0.981132075,0.346153846,0.653846153,0.361111111,0.638888888,0.826086956,0.173913043,0.882352941,0.117647058,0.625000000,0.375000000,0.806818181,0.193181818,0.941176470,0.058823529
Tim Belcher,belct001,0.003891050,0.996108949,0.265625000,0.738281250,0.705882352,0.294117647,0.426183844,0.573816155,0.135922330,0.864077669,0.078651685,0.921348314,0.414634146,0.585365853,0.426470588,0.573529411,0.769230769,0.230769230,0.947916666,0.052083333,0.600000000,0.400000000,0.758169934,0.241830065,0.864864864,0.135135135
Stan Belinda,belis001,0.004761904,0.995238095,0.358851674,0.645933014,0.720000000,0.280000000,0.382113821,0.617886178,0.157894736,0.842105263,0.046875000,0.953125000,0.344262295,0.655737704,0.190476190,0.809523809,0.764705882,0.235294117,0.925000000,0.075000000,0.333333333,0.666666666,0.829787234,0.170212765,1.000000000,0
Andy Benes,benea001,0.001512859,0.998487140,0.277272727,0.724242424,0.688524590,0.311475409,0.450526315,0.549473684,0.168582375,0.831417624,0.059907834,0.940092165,0.308823529,0.691176470,0.253968253,0.746031746,0.787234042,0.212765957,0.886524822,0.113475177,0.312500000,0.687500000,0.700934579,0.299065420,0.921875000,0.078125000
Juan Berenguer,berej001,0.005449591,0.994550408,0.323287671,0.682191780,0.584745762,0.415254237,0.353658536,0.646341463,0.157232704,0.842767295,0.067164179,0.932835820,0.416000000,0.584000000,0.230769230,0.769230769,0.875000000,0.125000000,0.904109589,0.095890410,0.142857142,0.857142857,0.758620689,0.241379310,1.000000000,0
Mike Bielecki,bielm001,0.008116883,0.991883116,0.248772504,0.759410801,0.664473684,0.335526315,0.438478747,0.561521252,0.095617529,0.904382470,0.052863436,0.947136563,0.455813953,0.544186046,0.265306122,0.734693877,0.666666666,0.333333333,0.846153846,0.153846153,0.500000000,0.500000000,0.785714285,0.214285714,0.976190476,0.023809523
Tim Birtsas,birtt001,0.005000000,0.995000000,0.276381909,0.728643216,0.672727272,0.327272727,0.571428571,0.428571428,0.066666666,0.933333333,0.071428571,0.928571428,0.461538461,0.538461538,0.125000000,0.875000000,0.666666666,0.333333333,0.821428571,0.178571428,0.600000000,0.400000000,0.725000000,0.275000000,0.909090909,0.090909090
