name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct,double_per_xb_g,double_per_xb_f,double_per_xb_l
jim acker,ackej001,0,1.000000000,0.807692307,0.192307692,1.000000000,0,0.600000000,0.400000000,0,1.000000000,0,1.000000000,1.000000000,0,0,1.000000000,0.500000000,0.500000000,\N,\N,\N,\N,0.666666666,0.333333333,1.000000000,0,\N,\N,1.000000000
jim adduci,adduj001,0,1.000000000,0.272727272,0.727272727,0.666666666,0.333333333,0.500000000,0.500000000,0,1.000000000,0,1.000000000,0.250000000,0.750000000,1.000000000,0,\N,\N,0.666666666,0.333333333,0,1.000000000,1.000000000,0,\N,\N,\N,1.000000000,\N
luis aguayo,agual001,0.021126760,0.978873239,0.244604316,0.776978417,0.764705882,0.235294117,0.414893617,0.585106382,0.018181818,0.981818181,0.037037037,0.962962962,0.211538461,0.788461538,0.454545454,0.545454545,0.666666666,0.333333333,0.878048780,0.121951219,0.800000000,0.200000000,0.897435897,0.102564102,1.000000000,0,\N,1.000000000,1.000000000
rick aguilera,aguir001,0,1.000000000,0.288461538,0.711538461,0.800000000,0.200000000,0.548387096,0.451612903,0.071428571,0.928571428,0,1.000000000,0.076923076,0.923076923,0,1.000000000,1.000000000,0,1.000000000,0,\N,\N,0.941176470,0.058823529,1.000000000,0,\N,\N,\N
mike aldrete,aldrm001,0.008264462,0.991735537,0.262500000,0.745833333,0.539682539,0.460317460,0.534246575,0.465753424,0.029411764,0.970588235,0,1.000000000,0.272727272,0.727272727,0.277777777,0.722222222,0.384615384,0.615384615,0.875000000,0.125000000,0.333333333,0.666666666,0.948717948,0.051282051,1.000000000,0,\N,0.750000000,0.875000000
doyle alexander,alexd001,0,1.000000000,0.210526315,0.789473684,1.000000000,0,0.538461538,0.461538461,0,1.000000000,0,1.000000000,0.250000000,0.750000000,0,1.000000000,1.000000000,0,1.000000000,0,\N,\N,0.928571428,0.071428571,1.000000000,0,\N,\N,\N
andy allanson,allaa001,0.003333333,0.996666666,0.167224080,0.836120401,0.720000000,0.280000000,0.549504950,0.450495049,0,1.000000000,0,1.000000000,0.208791208,0.791208791,0.368421052,0.631578947,0.833333333,0.166666666,0.986111111,0.013888888,0,1.000000000,0.963963963,0.036036036,1.000000000,0,\N,1.000000000,0.500000000
bill almon,almob001,0,1.000000000,0.297297297,0.702702702,0.575757575,0.424242424,0.446969696,0.553030303,0.041095890,0.958904109,0.014285714,0.985714285,0.159420289,0.840579710,0.272727272,0.727272727,0.625000000,0.375000000,0.948275862,0.051724137,0.333333333,0.666666666,0.881355932,0.118644067,1.000000000,0,\N,1.000000000,0.666666666
ed amelung,amele001,0,1.000000000,0.363636363,0.636363636,1.000000000,0,0.428571428,0.571428571,0,1.000000000,0,1.000000000,0.250000000,0.750000000,0,1.000000000,1.000000000,0,1.000000000,0,\N,\N,1.000000000,0,\N,\N,\N,\N,\N
dave anderson,anded001,0,1.000000000,0.265486725,0.734513274,0.650000000,0.350000000,0.523178807,0.476821192,0,1.000000000,0,1.000000000,0.194444444,0.805555555,0.357142857,0.642857142,1.000000000,0,0.793103448,0.206896551,0.666666666,0.333333333,0.810126582,0.189873417,0.866666666,0.133333333,1.000000000,1.000000000,\N
