name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
Don Aase,aased001,0.004629629,0.995370370,0.246511627,0.758139534,0.566037735,0.433962264,0.366459627,0.633540372,0.156862745,0.843137254,0.046511627,0.953488372,0.487804878,0.512195121,0.225000000,0.775000000,0.580645161,0.419354838,0.952380952,0.047619047,1.000000000,0,0.813559322,0.186440677,0.909090909,0.090909090
Jim Abbott,abboj001,0.004608294,0.995391705,0.251543209,0.753086419,0.638036809,0.361963190,0.550515463,0.449484536,0.105504587,0.894495412,0.056410256,0.943589743,0.543478260,0.456521739,0.360000000,0.640000000,0.750000000,0.250000000,0.821428571,0.178571428,0.866666666,0.133333333,0.752808988,0.247191011,0.893939393,0.106060606
Jim Acker,ackej001,0.004761904,0.995238095,0.251196172,0.753588516,0.819047619,0.180952380,0.561688311,0.438311688,0.118518518,0.881481481,0.050420168,0.949579831,0.469026548,0.530973451,0.377358490,0.622641509,0.787878787,0.212121212,0.766666666,0.233333333,0.214285714,0.785714285,0.809248554,0.190751445,0.969696969,0.030303030
Juan Agosto,agosj001,0.003355704,0.996644295,0.198653198,0.804713804,0.728813559,0.271186440,0.537117903,0.462882096,0.075471698,0.924528301,0.010204081,0.989795918,0.463917525,0.536082474,0.333333333,0.666666666,0.900000000,0.100000000,0.826923076,0.173076923,0.555555555,0.444444444,0.788617886,0.211382113,0.961538461,0.038461538
Rick Aguilera,aguir001,0.004048582,0.995951417,0.304878048,0.699186991,0.833333333,0.166666666,0.444117647,0.555882352,0.089947089,0.910052910,0.029069767,0.970930232,0.502994011,0.497005988,0.309523809,0.690476190,0.672413793,0.327586206,0.843373493,0.156626506,0.769230769,0.230769230,0.768211920,0.231788079,0.914285714,0.085714285
Darrel Akerfelds,akerd001,0,1.000000000,0.209302325,0.790697674,1.000000000,0,0.411764705,0.588235294,0.150000000,0.850000000,0.058823529,0.941176470,0.437500000,0.562500000,0.142857142,0.857142857,0.666666666,0.333333333,1.000000000,0,\N,\N,0.785714285,0.214285714,1.000000000,0
Jay Aldrich,aldrj001,0.007462686,0.992537313,0.225563909,0.781954887,0.566666666,0.433333333,0.603960396,0.396039603,0.150000000,0.850000000,0.058823529,0.941176470,0.437500000,0.562500000,0.500000000,0.500000000,0.571428571,0.428571428,0.888888888,0.111111111,1.000000000,0,0.770491803,0.229508196,1.000000000,0
Doyle Alexander,alexd001,0.004944375,0.995055624,0.192546583,0.812422360,0.548387096,0.451612903,0.412307692,0.587692307,0.104712041,0.895287958,0.073099415,0.926900584,0.482649842,0.517350157,0.313725490,0.686274509,0.780952380,0.219047619,0.896341463,0.103658536,0.411764705,0.588235294,0.772388059,0.227611940,0.967213114,0.032786885
Neil Allen,allen001,0,1.000000000,0,1.000000000,\N,\N,0.384615384,0.615384615,0,1.000000000,0.125000000,0.875000000,0.428571428,0.571428571,0.666666666,0.333333333,1.000000000,0,0.750000000,0.250000000,0,1.000000000,0.600000000,0.400000000,1.000000000,0
Jose Alvarez,alvaj001,0.005555555,0.994444444,0.324022346,0.681564245,0.706896551,0.293103448,0.491525423,0.508474576,0.166666666,0.833333333,0.080000000,0.920000000,0.304347826,0.695652173,0.214285714,0.785714285,0.545454545,0.454545454,0.843750000,0.156250000,0.800000000,0.200000000,0.741379310,0.258620689,0.866666666,0.133333333
Wilson Alvarez,alvaw001,0,1.000000000,0.500000000,0.500000000,0,1.000000000,0,1.000000000,0,1.000000000,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Allan Anderson,andea001,0.008415147,0.991584852,0.142857142,0.865629420,0.594059405,0.405940594,0.482587064,0.517412935,0.086538461,0.913461538,0.042105263,0.957894736,0.465201465,0.534798534,0.291338582,0.708661417,0.744444444,0.255555555,0.835616438,0.164383561,0.625000000,0.375000000,0.828178694,0.171821305,0.920000000,0.080000000
Larry Andersen,andel001,0,1.000000000,0.328859060,0.671140939,0.806122448,0.193877551,0.536458333,0.463541666,0.168539325,0.831460674,0.013513513,0.986486486,0.383561643,0.616438356,0.321428571,0.678571428,0.894736842,0.105263157,0.844444444,0.155555555,0.714285714,0.285714285,0.786407766,0.213592233,0.954545454,0.045454545
Kevin Appier,appik001,0,1.000000000,0.215909090,0.784090909,0.526315789,0.473684210,0.362318840,0.637681159,0.068181818,0.931818181,0.073170731,0.926829268,0.473684210,0.526315789,0.222222222,0.777777777,0.785714285,0.214285714,0.900000000,0.100000000,1.000000000,0,0.640000000,0.360000000,1.000000000,0
Luis Aquino,aquil001,0.008163265,0.991836734,0.187242798,0.820987654,0.659340659,0.340659340,0.450381679,0.549618320,0.134259259,0.865740740,0.032085561,0.967914438,0.475138121,0.524861878,0.279069767,0.720930232,0.806451612,0.193548387,0.821052631,0.178947368,0.705882352,0.294117647,0.802259887,0.197740112,0.971428571,0.028571428
Jack Armstrong,armsj001,0,1.000000000,0.250000000,0.750000000,0.621621621,0.378378378,0.422018348,0.577981651,0.111111111,0.888888888,0.071428571,0.928571428,0.326923076,0.673076923,0.117647058,0.882352941,0.533333333,0.466666666,0.971428571,0.028571428,1.000000000,0,0.739130434,0.260869565,0.916666666,0.083333333
Brad Arnsberg,arnsb001,0.011235955,0.988764044,0.250000000,0.761363636,0.568181818,0.431818181,0.515873015,0.484126984,0.065573770,0.934426229,0.087719298,0.912280701,0.480769230,0.519230769,0.520000000,0.480000000,0.833333333,0.166666666,0.925925925,0.074074074,1.000000000,0,0.815384615,0.184615384,1.000000000,0
Paul Assenmacher,assep001,0.003773584,0.996226415,0.340909090,0.662878787,0.788888888,0.211111111,0.464705882,0.535294117,0.087912087,0.912087912,0.024096385,0.975903614,0.407407407,0.592592592,0.272727272,0.727272727,0.708333333,0.291666666,0.791666666,0.208333333,0.600000000,0.400000000,0.772151898,0.227848101,0.888888888,0.111111111
Keith Atherton,athek001,0,1.000000000,0.104166666,0.895833333,0.533333333,0.466666666,0.320000000,0.680000000,0.082352941,0.917647058,0.064102564,0.935897435,0.342465753,0.657534246,0.280000000,0.720000000,0.611111111,0.388888888,0.833333333,0.166666666,0.375000000,0.625000000,0.800000000,0.200000000,1.000000000,0
Don August,augud001,0.003656307,0.996343692,0.170642201,0.833027522,0.483870967,0.516129032,0.458612975,0.541387024,0.095041322,0.904958677,0.063926940,0.936073059,0.492682926,0.507317073,0.287128712,0.712871287,0.902777777,0.097222222,0.875000000,0.125000000,0.461538461,0.538461538,0.760975609,0.239024390,0.959183673,0.040816326
Scott Bailes,bails001,0.007751937,0.992248062,0.174479166,0.833333333,0.656716417,0.343283582,0.495145631,0.504854368,0.128205128,0.871794871,0.044117647,0.955882352,0.500000000,0.500000000,0.353846153,0.646153846,0.714285714,0.285714285,0.800000000,0.200000000,0.538461538,0.461538461,0.803921568,0.196078431,0.900000000,0.100000000
Doug Bair,baird001,0,1.000000000,0.297413793,0.702586206,0.739130434,0.260869565,0.535483870,0.464516129,0.041666666,0.958333333,0.028985507,0.971014492,0.402985074,0.597014925,0.518518518,0.481481481,0.923076923,0.076923076,0.825000000,0.175000000,0.142857142,0.857142857,0.795180722,0.204819277,1.000000000,0
Jeff Ballard,ballj002,0.004010695,0.995989304,0.132885906,0.871140939,0.555555555,0.444444444,0.440310077,0.559689922,0.108033240,0.891966759,0.046583850,0.953416149,0.501628664,0.498371335,0.324675324,0.675324675,0.750000000,0.250000000,0.849673202,0.150326797,0.521739130,0.478260869,0.778169014,0.221830985,0.920634920,0.079365079
Scott Bankhead,banks001,0.004207573,0.995792426,0.242253521,0.761971830,0.703488372,0.296511627,0.395131086,0.604868913,0.126934984,0.873065015,0.046099290,0.953900709,0.382899628,0.617100371,0.339805825,0.660194174,0.691176470,0.308823529,0.861445783,0.138554216,0.478260869,0.521739130,0.772511848,0.227488151,0.958333333,0.041666666
Floyd Bannister,bannf001,0.003816793,0.996183206,0.160919540,0.842911877,0.690476190,0.309523809,0.415525114,0.584474885,0.093750000,0.906250000,0.068965517,0.931034482,0.444444444,0.555555555,0.270833333,0.729166666,0.685714285,0.314285714,0.850000000,0.150000000,0.777777777,0.222222222,0.758241758,0.241758241,0.954545454,0.045454545
John Barfield,barfj002,0,1.000000000,0.255813953,0.744186046,0.636363636,0.363636363,0.576923076,0.423076923,0,1.000000000,0,1.000000000,0.454545454,0.545454545,0.200000000,0.800000000,0.750000000,0.250000000,0.833333333,0.166666666,0,1.000000000,0.866666666,0.133333333,0.500000000,0.500000000
