name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
\N,britz001,0.008547008,0.991452991,0.290229885,0.718390804,0.683168316,0.316831683,0.574898785,0.425101214,0.057142857,0.942857142,0.101010101,0.898989898,0.426966292,0.573033707,0.263157894,0.736842105,0.642857142,0.357142857,0.803921568,0.196078431,0.400000000,0.600000000,0.725352112,0.274647887,0.897435897,0.102564102
David Aardsma,aardd001,0,1.000000000,0.400000000,0.600000000,0.500000000,0.500000000,0.666666666,0.333333333,0,1.000000000,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Fernando Abad,abadf001,0.011834319,0.988165680,0.293413173,0.718562874,0.673469387,0.326530612,0.457627118,0.542372881,0.156250000,0.843750000,0.092592592,0.907407407,0.367346938,0.632653061,0.222222222,0.777777777,0.857142857,0.142857142,0.741935483,0.258064516,0.250000000,0.750000000,0.685185185,0.314814814,0.705882352,0.294117647
Jeremy Accardo,accaj001,0,1.000000000,0.276595744,0.723404255,0.666666666,0.333333333,0.460784313,0.539215686,0,1.000000000,0.036363636,0.963636363,0.396226415,0.603773584,0.333333333,0.666666666,0.500000000,0.500000000,0.750000000,0.250000000,0.500000000,0.500000000,0.744680851,0.255319148,0.833333333,0.166666666
Alfredo Aceves,aceva001,0.019736842,0.980263157,0.318791946,0.701342281,0.726315789,0.273684210,0.374384236,0.625615763,0.133858267,0.866141732,0.100000000,0.900000000,0.424242424,0.575757575,0.238095238,0.761904761,0.812500000,0.187500000,0.807017543,0.192982456,0.090909090,0.909090909,0.802631578,0.197368421,0.933333333,0.066666666
Manny Acosta,acosm001,0.016216216,0.983783783,0.351648351,0.664835164,0.625000000,0.375000000,0.432203389,0.567796610,0.029850746,0.970149253,0.107692307,0.892307692,0.517241379,0.482758620,0.233333333,0.766666666,0.913043478,0.086956521,0.928571428,0.071428571,0.500000000,0.500000000,0.764705882,0.235294117,1.000000000,0
Mike Adams,adamm001,0.010050251,0.989949748,0.279187817,0.730964467,0.763636363,0.236363636,0.485915492,0.514084507,0.095890410,0.904109589,0.060606060,0.939393939,0.290322580,0.709677419,0.277777777,0.722222222,0.769230769,0.230769230,0.772727272,0.227272727,0.400000000,0.600000000,0.710144927,0.289855072,0.950000000,0.050000000
Jeremy Affeldt,affej001,0.013513513,0.986486486,0.301369863,0.712328767,0.681818181,0.318181818,0.620915032,0.379084967,0.068965517,0.931034482,0.018518518,0.981481481,0.490566037,0.509433962,0.307692307,0.692307692,0.611111111,0.388888888,0.740740740,0.259259259,0.142857142,0.857142857,0.747368421,0.252631578,0.916666666,0.083333333
Jonathan Albaladejo,albaj001,0.083333333,0.916666666,0.090909090,1.000000000,1.000000000,0,0.200000000,0.800000000,0,1.000000000,0.125000000,0.875000000,0.285714285,0.714285714,0,1.000000000,0,1.000000000,1.000000000,0,\N,\N,0.500000000,0.500000000,1.000000000,0
Matt Albers,albem001,0.009852216,0.990147783,0.273631840,0.736318407,0.672727272,0.327272727,0.575342465,0.424657534,0.048387096,0.951612903,0.152542372,0.847457627,0.420000000,0.580000000,0.380952380,0.619047619,1.000000000,0,0.793103448,0.206896551,0.666666666,0.333333333,0.833333333,0.166666666,1.000000000,0
Al Alburquerque,albua001,0,1.000000000,0.510638297,0.489361702,0.666666666,0.333333333,0.739130434,0.260869565,0,1.000000000,0,1.000000000,0.333333333,0.666666666,0.500000000,0.500000000,1.000000000,0,0.750000000,0.250000000,0,1.000000000,0.764705882,0.235294117,1.000000000,0
Cody Allen,allec002,0,1.000000000,0.339285714,0.660714285,0.631578947,0.368421052,0.391891891,0.608108108,0.133333333,0.866666666,0.051282051,0.948717948,0.378378378,0.621621621,0.285714285,0.714285714,0.900000000,0.100000000,0.913043478,0.086956521,0.500000000,0.500000000,0.586206896,0.413793103,0.916666666,0.083333333
Henderson Alvarez,alvah001,0.004354136,0.995645863,0.166180758,0.838192419,0.596491228,0.403508771,0.583916083,0.416083916,0.054621848,0.945378151,0.111111111,0.888888888,0.555000000,0.445000000,0.207207207,0.792792792,0.659090909,0.340909090,0.921348314,0.078651685,0,1.000000000,0.811377245,0.188622754,0.952380952,0.047619047
Hector Ambriz,ambrh001,0.028169014,0.971830985,0.434782608,0.594202898,0.700000000,0.300000000,0.487179487,0.512820512,0.150000000,0.850000000,0,1.000000000,0.529411764,0.470588235,0.222222222,0.777777777,0.571428571,0.428571428,0.625000000,0.375000000,0.333333333,0.666666666,0.842105263,0.157894736,1.000000000,0
Brett Anderson,andeb004,0.008771929,0.991228070,0.238938053,0.769911504,0.851851851,0.148148148,0.581395348,0.418604651,0.055555555,0.944444444,0.029411764,0.970588235,0.696969696,0.303030303,0.391304347,0.608695652,0.714285714,0.285714285,0.900000000,0.100000000,0,1.000000000,0.880000000,0.120000000,1.000000000,0
Chris Archer,archc001,0.009615384,0.990384615,0.398058252,0.611650485,0.707317073,0.292682926,0.435483870,0.564516129,0.114285714,0.885714285,0.096774193,0.903225806,0.285714285,0.714285714,0.500000000,0.500000000,1.000000000,0,0.800000000,0.200000000,0.750000000,0.250000000,0.703703703,0.296296296,1.000000000,0
Jose Arredondo,arrej001,0.004405286,0.995594713,0.384955752,0.619469026,0.655172413,0.344827586,0.467625899,0.532374100,0.121621621,0.878378378,0.107692307,0.892307692,0.413793103,0.586206896,0.291666666,0.708333333,0.705882352,0.294117647,0.852941176,0.147058823,0,1.000000000,0.738461538,0.261538461,1.000000000,0
Jake Arrieta,arrij001,0.009661835,0.990338164,0.297560975,0.712195121,0.786885245,0.213114754,0.451388888,0.548611111,0.113924050,0.886075949,0.107142857,0.892857142,0.488000000,0.512000000,0.245901639,0.754098360,0.760869565,0.239130434,0.859375000,0.140625000,0.444444444,0.555555555,0.746153846,0.253846153,0.848484848,0.151515151
Bronson Arroyo,arrob001,0.007092198,0.992907801,0.212857142,0.794285714,0.805369127,0.194630872,0.412727272,0.587272727,0.130030959,0.869969040,0.081850533,0.918149466,0.480620155,0.519379844,0.298387096,0.701612903,0.735632183,0.264367816,0.880597014,0.119402985,0.187500000,0.812500000,0.735682819,0.264317180,0.966666666,0.033333333
Scott Atchison,atchs001,0,1.000000000,0.204678362,0.795321637,0.885714285,0.114285714,0.536764705,0.463235294,0.111111111,0.888888888,0.035714285,0.964285714,0.351851851,0.648148148,0.421052631,0.578947368,0.727272727,0.272727272,0.828571428,0.171428571,0.500000000,0.500000000,0.739726027,0.260273972,0.947368421,0.052631578
Phillippe Aumont,aumop001,0.016666666,0.983333333,0.355932203,0.661016949,0.619047619,0.380952380,0.736842105,0.263157894,0,1.000000000,0,1.000000000,0.200000000,0.800000000,0.500000000,0.500000000,0,1.000000000,0.875000000,0.125000000,0,1.000000000,0.714285714,0.285714285,1.000000000,0
Luis Avilan,avill001,0.008403361,0.991596638,0.322033898,0.686440677,0.763157894,0.236842105,0.500000000,0.500000000,0.100000000,0.900000000,0.027777777,0.972222222,0.485714285,0.514285714,0.529411764,0.470588235,0.875000000,0.125000000,0.722222222,0.277777777,0.400000000,0.600000000,0.775000000,0.225000000,1.000000000,0
Dylan Axelrod,axeld001,0.015228426,0.984771573,0.283505154,0.731958762,0.672727272,0.327272727,0.467625899,0.532374100,0.013513513,0.986486486,0.095890410,0.904109589,0.439393939,0.560606060,0.310344827,0.689655172,0.600000000,0.400000000,0.891891891,0.108108108,0.250000000,0.750000000,0.738461538,0.261538461,0.941176470,0.058823529
John Axford,axfoj001,0.007326007,0.992673992,0.439114391,0.568265682,0.722689075,0.277310924,0.486842105,0.513157894,0.025641025,0.974358974,0.131578947,0.868421052,0.515151515,0.484848484,0.294117647,0.705882352,0.791666666,0.208333333,0.812500000,0.187500000,0.500000000,0.500000000,0.783783783,0.216216216,1.000000000,0
Luis Ayala,ayall001,0.014598540,0.985401459,0.200000000,0.814814814,0.851851851,0.148148148,0.486111111,0.513888888,0.153153153,0.846846846,0.074468085,0.925531914,0.413793103,0.586206896,0.166666666,0.833333333,0.766666666,0.233333333,0.784313725,0.215686274,0.272727272,0.727272727,0.761904761,0.238095238,0.880000000,0.120000000
Burke Badenhop,badeb001,0.004444444,0.995555555,0.209821428,0.794642857,0.851063829,0.148936170,0.536723163,0.463276836,0.060975609,0.939024390,0.064935064,0.935064935,0.458333333,0.541666666,0.212121212,0.787878787,0.884615384,0.115384615,0.846153846,0.153846153,0.166666666,0.833333333,0.831578947,0.168421052,0.875000000,0.125000000
Andrew Bailey,baila001,0,1.000000000,0.288135593,0.711864406,0.647058823,0.352941176,0.357142857,0.642857142,0.148148148,0.851851851,0.086956521,0.913043478,0.428571428,0.571428571,0.111111111,0.888888888,0.750000000,0.250000000,1.000000000,0,\N,\N,0.666666666,0.333333333,1.000000000,0
Homer Bailey,bailh001,0.010840108,0.989159891,0.272602739,0.738356164,0.763819095,0.236180904,0.455743879,0.544256120,0.107266435,0.892733564,0.089147286,0.910852713,0.429787234,0.570212765,0.237623762,0.762376237,0.753246753,0.246753246,0.888059701,0.111940298,0.333333333,0.666666666,0.727272727,0.272727272,0.954545454,0.045454545
Collin Balester,balec001,0.013698630,0.986301369,0.277777777,0.736111111,0.600000000,0.400000000,0.326923076,0.673076923,0.057142857,0.942857142,0.151515151,0.848484848,0.357142857,0.642857142,0.400000000,0.600000000,0.500000000,0.500000000,1.000000000,0,\N,\N,0.882352941,0.117647058,0.500000000,0.500000000
Grant Balfour,balfg001,0.004081632,0.995918367,0.352459016,0.651639344,0.732558139,0.267441860,0.367088607,0.632911392,0.110000000,0.890000000,0.044943820,0.955056179,0.329411764,0.670588235,0.428571428,0.571428571,0.687500000,0.312500000,0.877192982,0.122807017,0.285714285,0.714285714,0.827586206,0.172413793,1.000000000,0
Daniel Bard,bardd001,0.030303030,0.969696969,0.303571428,0.727678571,0.470588235,0.529411764,0.435897435,0.564102564,0.113636363,0.886363636,0.115384615,0.884615384,0.478260869,0.521739130,0.363636363,0.636363636,0.857142857,0.142857142,0.833333333,0.166666666,0.500000000,0.500000000,0.779411764,0.220588235,0.866666666,0.133333333
Scott Barnes,barns002,0.029411764,0.970588235,0.348484848,0.681818181,0.695652173,0.304347826,0.418604651,0.581395348,0.160000000,0.840000000,0.047619047,0.952380952,0.400000000,0.600000000,0,1.000000000,0.625000000,0.375000000,0.833333333,0.166666666,0.500000000,0.500000000,0.777777777,0.222222222,0.500000000,0.500000000
Anthony Bass,bassa001,0.002881844,0.997118155,0.297687861,0.705202312,0.679611650,0.320388349,0.493827160,0.506172839,0.113821138,0.886178861,0.082568807,0.917431192,0.440000000,0.560000000,0.340909090,0.659090909,0.655172413,0.344827586,0.767857142,0.232142857,0.230769230,0.769230769,0.850000000,0.150000000,0.888888888,0.111111111
Antonio Bastardo,basta001,0.010752688,0.989247311,0.500000000,0.510869565,0.804347826,0.195652173,0.271739130,0.728260869,0.179104477,0.820895522,0.127272727,0.872727272,0.354166666,0.645833333,0.117647058,0.882352941,0.666666666,0.333333333,0.903225806,0.096774193,0.333333333,0.666666666,0.560000000,0.440000000,1.000000000,0
Miguel Batista,batim001,0.004950495,0.995049504,0.303482587,0.701492537,0.508196721,0.491803278,0.485714285,0.514285714,0.125000000,0.875000000,0.095238095,0.904761904,0.543859649,0.456140350,0.225806451,0.774193548,0.750000000,0.250000000,0.769230769,0.230769230,0.500000000,0.500000000,0.779411764,0.220588235,0.933333333,0.066666666
Trevor Bauer,bauet001,0.015625000,0.984375000,0.396825396,0.619047619,0.600000000,0.400000000,0.447368421,0.552631578,0.095238095,0.904761904,0.105263157,0.894736842,0.529411764,0.470588235,0.333333333,0.666666666,0.500000000,0.500000000,0.750000000,0.250000000,0,1.000000000,0.764705882,0.235294117,0.750000000,0.250000000
Brandon Beachy,beacb001,0.003676470,0.996323529,0.324723247,0.678966789,0.727272727,0.272727272,0.437158469,0.562841530,0.067961165,0.932038834,0.052083333,0.947916666,0.329670329,0.670329670,0.266666666,0.733333333,0.818181818,0.181818181,0.967213114,0.032786885,0.500000000,0.500000000,0.800000000,0.200000000,0.875000000,0.125000000
Pedro Beato,beatp001,0.022727272,0.977272727,0.395348837,0.627906976,0.705882352,0.294117647,0.538461538,0.461538461,0,1.000000000,0.083333333,0.916666666,0.545454545,0.454545454,0.166666666,0.833333333,0.800000000,0.200000000,1.000000000,0,\N,\N,0.785714285,0.214285714,1.000000000,0
Blake Beavan,beavb001,0.016853932,0.983146067,0.144761904,0.872380952,0.723684210,0.276315789,0.378619153,0.621380846,0.139784946,0.860215053,0.091666666,0.908333333,0.399082568,0.600917431,0.287356321,0.712643678,0.612903225,0.387096774,0.877862595,0.122137404,0.500000000,0.500000000,0.729411764,0.270588235,0.869565217,0.130434782
