name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
Glenn Adams,adamg101,0,1.000000000,0.123287671,0.876712328,0.555555555,0.444444444,0.510638297,0.489361702,0.086956521,0.913043478,0,1.000000000,0.142857142,0.857142857,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Ricky Adams,adamr001,0.066666666,0.933333333,0.142857142,0.928571428,1.000000000,0,0.700000000,0.300000000,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Luis Aguayo,agual001,0.016666666,0.983333333,0.186440677,0.830508474,0.636363636,0.363636363,0.696969696,0.303030303,0.300000000,0.700000000,0,1.000000000,0.428571428,0.571428571,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Willie Aikens,aikew001,0.005964214,0.994035785,0.216000000,0.790000000,0.648148148,0.351851851,0.524904214,0.475095785,0.040322580,0.959677419,0,1.000000000,0.210084033,0.789915966,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Gary Allenson,alleg001,0.003460207,0.996539792,0.263888888,0.739583333,0.513157894,0.486842105,0.466666666,0.533333333,0.045454545,0.954545454,0.011904761,0.988095238,0.108433734,0.891566265,0.555555555,0.444444444,0.750000000,0.250000000,1.000000000,0,\N,\N,0.987012987,0.012987012,1.000000000,0
Neil Allen,allen001,0,1.000000000,0.500000000,0.500000000,0.500000000,0.500000000,0.666666666,0.333333333,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Bill Almon,almob001,0.003067484,0.996932515,0.227692307,0.775384615,0.662162162,0.337837837,0.523255813,0.476744186,0.024390243,0.975609756,0,1.000000000,0.125000000,0.875000000,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Porfi Altamirano,altap001,0,1.000000000,0,1.000000000,\N,\N,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Joaquin Andujar,anduj001,0,1.000000000,0.478260869,0.521739130,1.000000000,0,0.515151515,0.484848484,0.437500000,0.562500000,0,1.000000000,0.111111111,0.888888888,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Tony Armas,armat001,0.001776198,0.998223801,0.277580071,0.724199288,0.820512820,0.179487179,0.482269503,0.517730496,0.068493150,0.931506849,0,1.000000000,0.095588235,0.904411764,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.992647058,0.007352941,1.000000000,0
Alan Ashby,ashba001,0.002793296,0.997206703,0.212885154,0.789915966,0.697368421,0.302631578,0.613402061,0.386597938,0.173333333,0.826666666,0,1.000000000,0.064516129,0.935483870,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Benny Ayala,ayalb001,0,1.000000000,0.132812500,0.867187500,0.823529411,0.176470588,0.438356164,0.561643835,0.146341463,0.853658536,0,1.000000000,0.085714285,0.914285714,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.968750000,0.031250000,1.000000000,0
Wally Backman,backw001,0,1.000000000,0.313531353,0.686468646,0.494736842,0.505263157,0.716312056,0.283687943,0.075000000,0.925000000,0,1.000000000,0.135135135,0.864864864,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Bob Bailor,bailb001,0.005141388,0.994858611,0.095607235,0.909560723,0.459459459,0.540540540,0.578313253,0.421686746,0.190476190,0.809523809,0,1.000000000,0.058823529,0.941176470,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Harold Baines,bainh001,0,1.000000000,0.208398133,0.791601866,0.708955223,0.291044776,0.524637681,0.475362318,0.085365853,0.914634146,0,1.000000000,0.120000000,0.880000000,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Doug Bair,baird001,0,1.000000000,0.166666666,0.833333333,1.000000000,0,0.666666666,0.333333333,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Dusty Baker,baked002,0.004862236,0.995137763,0.184039087,0.820846905,0.548672566,0.451327433,0.421212121,0.578787878,0.230366492,0.769633507,0,1.000000000,0.074829931,0.925170068,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Dave Baker,baked101,0.080000000,0.920000000,0.260869565,0.826086956,0.500000000,0.500000000,0.166666666,0.833333333,0.200000000,0.800000000,0,1.000000000,0.125000000,0.875000000,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Steve Balboni,balbs001,0,1.000000000,0.357142857,0.642857142,0.850000000,0.150000000,0.226415094,0.773584905,0.073170731,0.926829268,0,1.000000000,0.052631578,0.947368421,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.916666666,0.083333333,1.000000000,0
Jay Baller,ballj001,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Chris Bando,bandc001,0,1.000000000,0.258536585,0.741463414,0.566037735,0.433962264,0.478260869,0.521739130,0.016666666,0.983333333,0,1.000000000,0.152542372,0.847457627,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.963636363,0.036363636,1.000000000,0
Alan Bannister,banna001,0.002631578,0.997368421,0.216358839,0.786279683,0.500000000,0.500000000,0.490476190,0.509523809,0.028037383,0.971962616,0,1.000000000,0.067307692,0.932692307,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.941747572,0.058252427,1.000000000,0
Jesse Barfield,barfj001,0.007042253,0.992957746,0.278959810,0.728132387,0.669491525,0.330508474,0.552884615,0.447115384,0.118279569,0.881720430,0,1.000000000,0.121951219,0.878048780,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
German Barranca,barrg101,0,1.000000000,0.215686274,0.784313725,0.818181818,0.181818181,0.370370370,0.629629629,0.117647058,0.882352941,0,1.000000000,0.266666666,0.733333333,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Jim Barr,barrj101,0,1.000000000,0.193548387,0.806451612,1.000000000,0,0.705882352,0.294117647,0.200000000,0.800000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Jose Barrios,barrj102,0,1.000000000,0.250000000,0.750000000,0.800000000,0.200000000,0.583333333,0.416666666,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Marty Barrett,barrm001,0,1.000000000,0.076923076,0.923076923,1.000000000,0,0.909090909,0.090909090,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Kevin Bass,bassk001,0,1.000000000,0.312500000,0.687500000,0.900000000,0.100000000,0.285714285,0.714285714,0.133333333,0.866666666,0,1.000000000,0.153846153,0.846153846,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Randy Bass,bassr101,0.023809523,0.976190476,0.170731707,0.853658536,0.785714285,0.214285714,0.500000000,0.500000000,0.115384615,0.884615384,0,1.000000000,0.086956521,0.913043478,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Ross Baumgarten,baumr101,0,1.000000000,0.333333333,0.666666666,1.000000000,0,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Don Baylor,bayld001,0.010989010,0.989010989,0.188888888,0.822222222,0.579831932,0.420168067,0.393258426,0.606741573,0.092592592,0.907407407,0.005102040,0.994897959,0.102564102,0.897435897,0.950000000,0.050000000,1.000000000,0,1.000000000,0,\N,\N,0.978571428,0.021428571,1.000000000,0
Joe Beckwith,beckj001,0,1.000000000,0.571428571,0.428571428,1.000000000,0,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Steve Bedrosian,bedrs001,0,1.000000000,0.259259259,0.740740740,0.857142857,0.142857142,0.684210526,0.315789473,0.166666666,0.833333333,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Mark Belanger,belam101,0,1.000000000,0.269230769,0.730769230,0.714285714,0.285714285,0.464285714,0.535714285,0.200000000,0.800000000,0,1.000000000,0.166666666,0.833333333,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Buddy Bell,bellb001,0.003361344,0.996638655,0.188870151,0.814502529,0.446428571,0.553571428,0.524844720,0.475155279,0.019607843,0.980392156,0,1.000000000,0.173333333,0.826666666,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Kevin Bell,bellk101,0,1.000000000,0.222222222,0.777777777,1.000000000,0,0.250000000,0.750000000,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Rafael Belliard,bellr001,0,1.000000000,0,1.000000000,\N,\N,0,1.000000000,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,\N,\N,\N,\N
Johnny Bench,bencj101,0,1.000000000,0.219858156,0.780141843,0.623655913,0.376344086,0.482456140,0.517543859,0.211864406,0.788135593,0,1.000000000,0.150537634,0.849462365,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Bruce Benedict,beneb001,0.007407407,0.992592592,0.169154228,0.838308457,0.588235294,0.411764705,0.556962025,0.443037974,0.171428571,0.828571428,0,1.000000000,0.149425287,0.850574712,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Juan Beniquez,benij001,0.004784688,0.995215311,0.168269230,0.836538461,0.600000000,0.400000000,0.520325203,0.479674796,0.084745762,0.915254237,0,1.000000000,0.092592592,0.907407407,0.800000000,0.200000000,1.000000000,0,1.000000000,0,\N,\N,0.984375000,0.015625000,1.000000000,0
Butch Benton,bentb001,0,1.000000000,0.142857142,0.857142857,1.000000000,0,0.800000000,0.200000000,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Bruce Berenyi,bereb001,0,1.000000000,0.250000000,0.750000000,1.000000000,0,0.714285714,0.285714285,0.125000000,0.875000000,0,1.000000000,0.285714285,0.714285714,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Dave Bergman,bergd001,0,1.000000000,0.192592592,0.807407407,0.423076923,0.576923076,0.381578947,0.618421052,0.212765957,0.787234042,0,1.000000000,0.108108108,0.891891891,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Tony Bernazard,bernt001,0.003361344,0.996638655,0.259696458,0.743676222,0.564935064,0.435064935,0.452768729,0.547231270,0.053571428,0.946428571,0,1.000000000,0.106918238,0.893081761,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.978417266,0.021582733,1.000000000,0
Dale Berra,berrd001,0.007326007,0.992673992,0.191881918,0.815498154,0.798076923,0.201923076,0.485049833,0.514950166,0.148387096,0.851612903,0,1.000000000,0.151515151,0.848484848,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Kurt Bevacqua,bevak001,0,1.000000000,0.253623188,0.746376811,0.628571428,0.371428571,0.555555555,0.444444444,0.125000000,0.875000000,0,1.000000000,0.035714285,0.964285714,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Buddy Biancalana,bianb001,0,1.000000000,0.333333333,0.666666666,0,1.000000000,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Larry Biittner,biitl101,0.010309278,0.989690721,0.161458333,0.848958333,0.516129032,0.483870967,0.500000000,0.500000000,0.115384615,0.884615384,0,1.000000000,0.108695652,0.891304347,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Doug Bird,birdd101,0,1.000000000,0.363636363,0.636363636,1.000000000,0,0.629629629,0.370370370,0.200000000,0.800000000,0,1.000000000,0.250000000,0.750000000,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
Tim Blackwell,blact101,0,1.000000000,0.318181818,0.681818181,0.785714285,0.214285714,0.636363636,0.363636363,0.125000000,0.875000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
