name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
Bobby Abreu,abreb001,0.001536098,0.998463901,0.307692307,0.693846153,0.565000000,0.435000000,0.494432071,0.505567928,0.026431718,0.973568281,0.067873303,0.932126696,0.417475728,0.582524271,0.302325581,0.697674418,0.766666666,0.233333333,0.825000000,0.175000000,0.333333333,0.666666666,0.693693693,0.306306306,0.955882352,0.044117647
Tony Abreu,abret001,0,1.000000000,0.454545454,0.545454545,0.400000000,0.600000000,0.833333333,0.166666666,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,0.600000000,0.400000000,1.000000000,0
Alfredo Aceves,aceva001,0,1.000000000,0.500000000,0.500000000,1.000000000,0,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Manny Acosta,acosm001,0,1.000000000,1.000000000,0,0,1.000000000,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Russ Adams,adamr002,0,1.000000000,0.095238095,0.904761904,0.500000000,0.500000000,0.421052631,0.578947368,0.272727272,0.727272727,0,1.000000000,0.500000000,0.500000000,0.250000000,0.750000000,1.000000000,0,1.000000000,0,\N,\N,0.875000000,0.125000000,1.000000000,0
Jeremy Affeldt,affej001,0,1.000000000,0,1.000000000,\N,\N,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.500000000,0.500000000,1.000000000,0
Matt Albers,albem001,0,1.000000000,1.000000000,0,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Eliezer Alfonzo,alfoe002,0,1.000000000,0.327433628,0.672566371,0.918918918,0.081081081,0.447368421,0.552631578,0.166666666,0.833333333,0.057142857,0.942857142,0.484848484,0.515151515,0.312500000,0.687500000,0.909090909,0.090909090,0.882352941,0.117647058,0.500000000,0.500000000,0.852941176,0.147058823,0.800000000,0.200000000
Brandon Allen,alleb001,0,1.000000000,0.458715596,0.541284403,0.800000000,0.200000000,0.457627118,0.542372881,0.187500000,0.812500000,0.153846153,0.846153846,0.500000000,0.500000000,0.090909090,0.909090909,0.600000000,0.400000000,0.818181818,0.181818181,0,1.000000000,0.814814814,0.185185185,0.800000000,0.200000000
Alfredo Amezaga,ameza001,0,1.000000000,0.275362318,0.724637681,0.842105263,0.157894736,0.540000000,0.460000000,0.130434782,0.869565217,0,1.000000000,0.300000000,0.700000000,0.500000000,0.500000000,1.000000000,0,0.857142857,0.142857142,0.500000000,0.500000000,0.629629629,0.370370370,0.800000000,0.200000000
Brian N. Anderson,andeb003,0.013452914,0.986547085,0.350000000,0.663636363,0.701298701,0.298701298,0.496503496,0.503496503,0.208333333,0.791666666,0.070175438,0.929824561,0.358490566,0.641509433,0.263157894,0.736842105,0.714285714,0.285714285,0.794117647,0.205882352,0.428571428,0.571428571,0.690140845,0.309859154,0.954545454,0.045454545
Brett Anderson,andeb004,0,1.000000000,0.666666666,0.333333333,1.000000000,0,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
