year,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
2003,0.010261894,0.989738105,0.260783153,0.749585139,0.680453816,0.319546183,0.458511101,0.541488898,0.106673098,0.893326901,0.086489308,0.913510691,0.430001379,0.569998620,0.272144068,0.727855931,0.723243515,0.276756484,0.840396847,0.159603152,0.370153779,0.629846220,0.763254842,0.236745157,0.908237747,0.091762252
