name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct,double_per_xb_g,double_per_xb_f,double_per_xb_l
hank aaron,aaroh101,0,1.000000000,0.251748251,0.748251748,0.527777777,0.472222222,0.461538461,0.538461538,0.023809523,0.976190476,0,1.000000000,0.085365853,0.914634146,0.714285714,0.285714285,1.000000000,0,1.000000000,0,\N,\N,0.972222222,0.027777777,1.000000000,0,\N,\N,\N
glenn adams,adamg101,0,1.000000000,0.173333333,0.826666666,0.923076923,0.076923076,0.608695652,0.391304347,0.222222222,0.777777777,0,1.000000000,0.214285714,0.785714285,0.666666666,0.333333333,0,1.000000000,1.000000000,0,\N,\N,0.964285714,0.035714285,1.000000000,0,\N,\N,1.000000000
mike adams,adamm102,0.027027027,0.972972972,0.416666666,0.611111111,0.466666666,0.533333333,0.388888888,0.611111111,0.090909090,0.909090909,0,1.000000000,0.100000000,0.900000000,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.857142857,0.142857142,1.000000000,0,\N,\N,\N
santo alcala,alcas101,0,1.000000000,0.595238095,0.404761904,0.920000000,0.080000000,0.846153846,0.153846153,0.500000000,0.500000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,0.818181818,0.181818181,1.000000000,0,\N,\N,\N
gary alexander,alexg101,0,1.000000000,0.320512820,0.679487179,0.640000000,0.360000000,0.500000000,0.500000000,0.050000000,0.950000000,0,1.000000000,0.157894736,0.842105263,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N,\N,\N,\N
matt alexander,alexm101,0,1.000000000,0.178571428,0.821428571,1.000000000,0,0.652173913,0.347826086,0.125000000,0.875000000,0,1.000000000,0.428571428,0.571428571,0.666666666,0.333333333,1.000000000,0,1.000000000,0,\N,\N,1.000000000,0,\N,\N,\N,\N,\N
dick allen,alled101,0,1.000000000,0.295180722,0.704819277,0.642857142,0.357142857,0.535483870,0.464516129,0.027777777,0.972222222,0,1.000000000,0.100000000,0.900000000,0.857142857,0.142857142,1.000000000,0,1.000000000,0,\N,\N,1.000000000,0,\N,\N,\N,\N,\N
bill almon,almob001,0,1.000000000,0.196428571,0.803571428,0.818181818,0.181818181,0.612903225,0.387096774,0,1.000000000,0,1.000000000,0.083333333,0.916666666,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N,\N,\N,\N
sandy alomar,aloms101,0,1.000000000,0.152941176,0.847058823,0.500000000,0.500000000,0.444444444,0.555555555,0.061538461,0.938461538,0,1.000000000,0.213114754,0.786885245,0.307692307,0.692307692,1.000000000,0,1.000000000,0,\N,\N,0.961538461,0.038461538,1.000000000,0,\N,\N,\N
luis alvarado,alval101,0,1.000000000,0.190476190,0.809523809,0.750000000,0.250000000,0.500000000,0.500000000,0.181818181,0.818181818,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N,\N,\N,\N
