year,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
2001,0.010450897,0.989549102,0.269669646,0.740891626,0.695973843,0.304026156,0.521252825,0.478747174,0.174394521,0.825605478,0.000501739,0.999498260,0.161373448,0.838626551,0.993156366,0.006843633,0.818181818,0.181818181,0.998842731,0.001157268,0.172413793,0.827586206,0.998427433,0.001572566,0.725806451,0.274193548
