name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
Kurt Abbott,abbok002,0.008955223,0.991044776,0.361445783,0.647590361,0.825000000,0.175000000,0.478260869,0.521739130,0.129629629,0.870370370,0.074468085,0.925531914,0.425287356,0.574712643,0.243243243,0.756756756,0.571428571,0.428571428,0.800000000,0.200000000,0.300000000,0.700000000,0.696969696,0.303030303,0.800000000,0.200000000
Bobby Abreu,abreb001,0,1.000000000,0.208333333,0.791666666,0.600000000,0.400000000,0.473684210,0.526315789,0,1.000000000,0,1.000000000,0.600000000,0.400000000,0.500000000,0.500000000,1.000000000,0,1.000000000,0,\N,\N,0.777777777,0.222222222,0.500000000,0.500000000
Terry Adams,adamt001,0,1.000000000,0.800000000,0.200000000,0.750000000,0.250000000,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Mike Aldrete,aldrm001,0,1.000000000,0.272727272,0.727272727,0.575757575,0.424242424,0.604651162,0.395348837,0.029411764,0.970588235,0.121212121,0.878787878,0.551724137,0.448275862,0.250000000,0.750000000,0.500000000,0.500000000,1.000000000,0,\N,\N,0.903846153,0.096153846,1.000000000,0
Manny Alexander,alexm001,0,1.000000000,0.447761194,0.552238805,0.900000000,0.100000000,0.470588235,0.529411764,0.444444444,0.555555555,0,1.000000000,0.200000000,0.800000000,0.500000000,0.500000000,1.000000000,0,0.875000000,0.125000000,1.000000000,0,0.937500000,0.062500000,1.000000000,0
Edgardo Alfonzo,alfoe001,0,1.000000000,0.203608247,0.796391752,0.708860759,0.291139240,0.440789473,0.559210526,0.111764705,0.888235294,0.026490066,0.973509933,0.476190476,0.523809523,0.414285714,0.585714285,0.756097560,0.243902439,0.883116883,0.116883116,0.555555555,0.444444444,0.723880597,0.276119402,0.945945945,0.054054054
Luis Alicea,alicl001,0.011933174,0.988066825,0.292270531,0.719806763,0.644628099,0.355371900,0.384341637,0.615658362,0.075144508,0.924855491,0.025000000,0.975000000,0.429487179,0.570512820,0.388059701,0.611940298,0.658536585,0.341463414,0.887640449,0.112359550,0.100000000,0.900000000,0.750000000,0.250000000,0.888888888,0.111111111
Jermaine Allensworth,allej001,0.016597510,0.983402489,0.308016877,0.708860759,0.684931506,0.315068493,0.521739130,0.478260869,0.168831168,0.831168831,0.062500000,0.937500000,0.466666666,0.533333333,0.357142857,0.642857142,0.722222222,0.277777777,0.843750000,0.156250000,0.200000000,0.800000000,0.761904761,0.238095238,0.900000000,0.100000000
Roberto Alomar,alomr001,0.001529051,0.998470948,0.222052067,0.779479326,0.448275862,0.551724137,0.480851063,0.519148936,0.053278688,0.946721311,0.056277056,0.943722943,0.426605504,0.573394495,0.290322580,0.709677419,0.590909090,0.409090909,0.928000000,0.072000000,0.111111111,0.888888888,0.743362831,0.256637168,0.879310344,0.120689655
Sandy Alomar,aloms001,0.007058823,0.992941176,0.144549763,0.862559241,0.688524590,0.311475409,0.527696793,0.472303206,0.123456790,0.876543209,0.077464788,0.922535211,0.534351145,0.465648854,0.442857142,0.557142857,0.743589743,0.256410256,0.852459016,0.147540983,0.444444444,0.555555555,0.823204419,0.176795580,0.906250000,0.093750000
Moises Alou,aloum001,0.003448275,0.996551724,0.216262975,0.787197231,0.664000000,0.336000000,0.503416856,0.496583143,0.119266055,0.880733944,0.083333333,0.916666666,0.471590909,0.528409090,0.397590361,0.602409638,0.680000000,0.320000000,0.881720430,0.118279569,0.272727272,0.727272727,0.728506787,0.271493212,0.916666666,0.083333333
Garvin Alston,alstg001,0,1.000000000,0,1.000000000,\N,\N,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Tavo Alvarez,alvat001,0,1.000000000,0.250000000,0.750000000,1.000000000,0,0.666666666,0.333333333,0,1.000000000,0,1.000000000,1.000000000,0,0,1.000000000,1.000000000,0,\N,\N,\N,\N,0.500000000,0.500000000,1.000000000,0
Rich Amaral,amarr001,0.014124293,0.985875706,0.292263610,0.722063037,0.539215686,0.460784313,0.493877551,0.506122448,0.040322580,0.959677419,0.008403361,0.991596638,0.593220338,0.406779661,0.300000000,0.700000000,0.816326530,0.183673469,0.875000000,0.125000000,0.500000000,0.500000000,0.735537190,0.264462809,0.968750000,0.031250000
Ruben Amaro,amarr002,0.023809523,0.976190476,0.219512195,0.804878048,0.666666666,0.333333333,0.397849462,0.602150537,0.178571428,0.821428571,0.043478260,0.956521739,0.590909090,0.409090909,0.269230769,0.730769230,0.631578947,0.368421052,0.944444444,0.055555555,0,1.000000000,0.702702702,0.297297297,0.909090909,0.090909090
