"retroid","hbp_pct","nonhbp_pct","noncontact_per_nonhbp_pct","contact_per_nonhbp_pct","K_per_noncontact_pct","bb_per_noncontact_pct","onground_per_contact_pct","inair_per_contact_pct","iffb_per_inair_pct","noniffb_per_inair_pct","hr_per_noniffb_pct","nonhr_per_noniffb_pct","ld_per_nonhr_pct","fb_per_nonhr_pct","out_per_ld_pct","nonout_per_ld_pct","single_per_nonoutl_pct","xb_per_nonoutl_pct","out_per_fb_pct","nonout_per_fb_pct","single_per_nonoutf_pct","xb_per_nonoutf_pct","out_per_onground_pct","nonout_per_onground_pct","single_per_nonoutg_pct","xb_per_nonoutg_pct"
"gorda001","0.008455391","0.991544608","0.285100286","0.723427208","0.726641173","0.273358826","0.467128331","0.532871668","0.097069624","0.902930375","0.081907070","0.918092929","0.439869812","0.560130187","0.290705800","0.709294199","0.724775427","0.275224572","0.834430886","0.165569113","0.370442581","0.629557418","0.762191368","0.237808631","0.918032786","0.081967213"
